costo,tiempo
9330, 1224
8846, 1434
8846, 1434
9330, 1224
9073, 1276
9261, 1237
9062, 1315
9261, 1237
9062, 1315
9073, 1276
8846, 1434
9330, 1224
9062, 1315
9073, 1276
9330, 1224
8846, 1434
9062, 1315
8846, 1434
9330, 1224
9062, 1315
9330, 1224
8846, 1434
9062, 1315
9330, 1224
8846, 1434
9062, 1315
9330, 1224
8846, 1434
9062, 1315
8846, 1434
9330, 1224
9062, 1315
9330, 1224
8846, 1434
9062, 1315
9330, 1224
8846, 1434
9062, 1315
8846, 1434
9330, 1224
9062, 1315
9330, 1224
8846, 1434
9062, 1315
9330, 1224
8846, 1434
9062, 1315
9330, 1224
9062, 1315
9330, 1224
9062, 1315
9330, 1224
9062, 1315
8846, 1434
8846, 1434
9062, 1315
9330, 1224
8846, 1434
9330, 1224
9062, 1315
9330, 1224
9062, 1315
9330, 1224
9062, 1315
9062, 1315
9062, 1315
9330, 1224
9062, 1315
9330, 1224
9330, 1224
9330, 1224
9330, 1224
9062, 1315
9062, 1315
9261, 1237
9330, 1224
9062, 1315
9330, 1224
9062, 1315
9062, 1315
8857, 1395
8846, 1434
9062, 1315
9062, 1315
9062, 1315
9330, 1224
