costo,tiempo
16413, 1837
13155, 5440
13155, 5440
16413, 1837
14727, 2842
14634, 4227
13345, 4564
14469, 4252
13576, 4516
15961, 2481
15204, 2572
15167, 2655
14469, 4252
13576, 4516
16332, 1854
15997, 2326
16173, 2083
16143, 2211
16173, 2083
13345, 4564
15167, 2655
13510, 4538
16332, 1854
15997, 2326
16143, 2211
15204, 2572
15961, 2481
14634, 4227
13510, 4538
16413, 1837
13155, 5440
14469, 4252
13576, 4516
16173, 2083
13345, 4564
15167, 2655
16332, 1854
15997, 2326
16143, 2211
15204, 2572
15961, 2481
14634, 4227
16413, 1837
13155, 5440
14469, 4252
13576, 4516
16173, 2083
13345, 4564
15167, 2655
16332, 1854
15997, 2326
16143, 2211
15204, 2572
15961, 2481
14634, 4227
13155, 5440
16413, 1837
14469, 4252
13576, 4516
16173, 2083
13345, 4564
15167, 2655
16332, 1854
15997, 2326
15204, 2572
15961, 2481
14634, 4227
16413, 1837
13155, 5440
14469, 4252
13576, 4516
16173, 2083
13345, 4564
15167, 2655
16332, 1854
15997, 2326
15204, 2572
15961, 2481
14634, 4227
13155, 5440
16413, 1837
14469, 4252
13576, 4516
16173, 2083
13345, 4564
15167, 2655
16332, 1854
15997, 2326
15204, 2572
15961, 2481
14634, 4227
16413, 1837
14469, 4252
13576, 4516
16173, 2083
13345, 4564
15167, 2655
16332, 1854
14634, 4227
15997, 2326
