costo,tiempo
21765, 2433
15613, 6023
15613, 6023
21765, 2433
17612, 4386
17612, 4386
19771, 3596
20178, 3367
20178, 3367
18106, 3923
19771, 3596
18106, 3923
17838, 4214
17880, 4094
17880, 4094
17838, 4214
21765, 2433
15613, 6023
20178, 3367
19771, 3596
18106, 3923
17880, 4094
17838, 4214
15613, 6023
21765, 2433
20178, 3367
19771, 3596
18106, 3923
17880, 4094
17838, 4214
15613, 6023
21765, 2433
19771, 3596
18106, 3923
17880, 4094
17838, 4214
15613, 6023
21765, 2433
19771, 3596
18106, 3923
17880, 4094
17838, 4214
21765, 2433
15613, 6023
18106, 3923
17880, 4094
17838, 4214
15613, 6023
21765, 2433
18106, 3923
17838, 4214
21765, 2433
18106, 3923
17838, 4214
21765, 2433
18106, 3923
17838, 4214
21765, 2433
18106, 3923
17838, 4214
21765, 2433
18106, 3923
17838, 4214
21765, 2433
18106, 3923
17838, 4214
21765, 2433
18106, 3923
17838, 4214
21765, 2433
18106, 3923
17838, 4214
21765, 2433
18106, 3923
17838, 4214
21765, 2433
18106, 3923
17838, 4214
21765, 2433
18106, 3923
17838, 4214
21765, 2433
18106, 3923
17838, 4214
21765, 2433
18106, 3923
17838, 4214
18106, 3923
21765, 2433
18106, 3923
17838, 4214
17838, 4214
18106, 3923
17838, 4214
18106, 3923
17880, 4094
15613, 6023
17838, 4214
17838, 4214
20178, 3367
