costo,tiempo
4425, 310
4104, 1673
4104, 1673
4425, 310
4290, 479
4225, 1322
4395, 341
4177, 1447
4177, 1447
4290, 479
4225, 1322
4395, 341
4425, 310
4104, 1673
4177, 1447
4290, 479
4225, 1322
4395, 341
4104, 1673
4425, 310
4177, 1447
4290, 479
4225, 1322
4395, 341
4104, 1673
4425, 310
4177, 1447
4290, 479
4225, 1322
4395, 341
4425, 310
4104, 1673
4177, 1447
4290, 479
4225, 1322
4395, 341
4104, 1673
4425, 310
4177, 1447
4290, 479
4225, 1322
4395, 341
4104, 1673
4425, 310
4177, 1447
4290, 479
4225, 1322
4395, 341
4104, 1673
4425, 310
4177, 1447
4225, 1322
4395, 341
4425, 310
4104, 1673
4177, 1447
4225, 1322
4395, 341
4104, 1673
4425, 310
4177, 1447
4225, 1322
4395, 341
4104, 1673
4425, 310
4177, 1447
4225, 1322
4395, 341
4425, 310
4104, 1673
4177, 1447
4225, 1322
4395, 341
4425, 310
4104, 1673
4177, 1447
4225, 1322
4395, 341
4425, 310
4104, 1673
4177, 1447
4225, 1322
4395, 341
4104, 1673
4425, 310
4177, 1447
4225, 1322
4395, 341
4104, 1673
4425, 310
4177, 1447
4225, 1322
4395, 341
4425, 310
4104, 1673
4177, 1447
4225, 1322
4395, 341
4425, 310
4104, 1673
4177, 1447
4225, 1322
4395, 341
4425, 310
4104, 1673
4177, 1447
4225, 1322
4395, 341
4104, 1673
4425, 310
4177, 1447
4225, 1322
4395, 341
4425, 310
4104, 1673
4177, 1447
4225, 1322
4395, 341
4104, 1673
4425, 310
4177, 1447
4225, 1322
4395, 341
4104, 1673
4425, 310
4177, 1447
4225, 1322
4395, 341
4104, 1673
4425, 310
4177, 1447
4225, 1322
4395, 341
4425, 310
4104, 1673
4177, 1447
4225, 1322
4395, 341
4425, 310
4104, 1673
4177, 1447
4225, 1322
4395, 341
4425, 310
4104, 1673
4177, 1447
4225, 1322
4395, 341
4104, 1673
4425, 310
4177, 1447
4225, 1322
4395, 341
4104, 1673
4425, 310
4177, 1447
4225, 1322
4395, 341
4425, 310
4104, 1673
4177, 1447
4225, 1322
4395, 341
4425, 310
4104, 1673
4177, 1447
4225, 1322
4395, 341
4104, 1673
4425, 310
4177, 1447
4225, 1322
4395, 341
4425, 310
4104, 1673
4177, 1447
4225, 1322
4395, 341
4425, 310
4104, 1673
4177, 1447
4225, 1322
4395, 341
4104, 1673
4425, 310
4177, 1447
4225, 1322
4395, 341
4395, 341
4104, 1673
4225, 1322
4177, 1447
4425, 310
4395, 341
4104, 1673
4104, 1673
4225, 1322
4395, 341
4104, 1673
4425, 310
