costo,tiempo
13384, 2161
8988, 3518
13384, 2161
12400, 2574
10528, 2768
9079, 3216
9699, 3069
12803, 2204
9699, 3069
9094, 3186
10528, 2768
10040, 2985
12492, 2408
12714, 2279
12714, 2279
12492, 2408
10040, 2985
9094, 3186
12403, 2483
10522, 2779
10522, 2779
12403, 2483
12803, 2204
9079, 3216
10525, 2771
10525, 2771
13384, 2161
9699, 3069
10528, 2768
12714, 2279
12492, 2408
10040, 2985
9094, 3186
10522, 2779
12403, 2483
9079, 3216
10525, 2771
13384, 2161
9699, 3069
10528, 2768
12714, 2279
12492, 2408
10040, 2985
9094, 3186
12403, 2483
9079, 3216
10525, 2771
13384, 2161
9699, 3069
10528, 2768
12714, 2279
12492, 2408
10040, 2985
9094, 3186
12403, 2483
13384, 2161
12403, 2483
10528, 2768
9699, 3069
9094, 3186
12714, 2279
12492, 2408
10040, 2985
13384, 2161
12403, 2483
10528, 2768
9699, 3069
12492, 2408
10040, 2985
9094, 3186
12714, 2279
13384, 2161
12403, 2483
10528, 2768
9699, 3069
10040, 2985
9094, 3186
12714, 2279
13384, 2161
12403, 2483
9699, 3069
9094, 3186
13384, 2161
12403, 2483
9094, 3186
13384, 2161
12403, 2483
9094, 3186
13384, 2161
12403, 2483
9094, 3186
13384, 2161
12403, 2483
9094, 3186
13384, 2161
12403, 2483
9094, 3186
13384, 2161
9094, 3186
13384, 2161
13384, 2161
12403, 2483
9699, 3069
12403, 2483
9699, 3069
9699, 3069
12403, 2483
13384, 2161
9699, 3069
13384, 2161
13384, 2161
12403, 2483
12403, 2483
13384, 2161
12403, 2483
12492, 2408
9699, 3069
13384, 2161
12403, 2483
12403, 2483
12714, 2279
12403, 2483
9699, 3069
9094, 3186
9094, 3186
13384, 2161
9699, 3069
9094, 3186
12714, 2279
12492, 2408
9699, 3069
12403, 2483
10040, 2985
10528, 2768
10528, 2768
12403, 2483
13384, 2161
12403, 2483
12803, 2204
12803, 2204
10182, 2863
13384, 2161
12403, 2483
10528, 2768
12400, 2574
13384, 2161
9094, 3186
13384, 2161
10528, 2768
10522, 2779
9094, 3186
12714, 2279
