costo,tiempo
13236, 6404
17415, 2392
17415, 2392
13236, 6404
13863, 2437
13262, 5494
13373, 4673
13400, 3903
13373, 4673
13309, 5218
13778, 2700
13605, 2825
13446, 3627
13552, 3249
13446, 3627
13309, 5218
13291, 5463
13587, 3071
13428, 3873
13552, 3249
13778, 2700
13558, 3102
13605, 2825
13863, 2437
13400, 3903
13262, 5494
13428, 3873
13587, 3071
13291, 5463
13558, 3102
17415, 2392
13236, 6404
13373, 4673
13446, 3627
13309, 5218
13552, 3249
13778, 2700
13605, 2825
13863, 2437
13400, 3903
13262, 5494
13587, 3071
13428, 3873
13291, 5463
13558, 3102
17415, 2392
13236, 6404
13373, 4673
13446, 3627
13309, 5218
13552, 3249
13605, 2825
13863, 2437
13400, 3903
13262, 5494
13428, 3873
13587, 3071
13291, 5463
13558, 3102
17415, 2392
13236, 6404
13373, 4673
13446, 3627
13309, 5218
13552, 3249
13605, 2825
13863, 2437
13400, 3903
13262, 5494
13428, 3873
13587, 3071
13291, 5463
13558, 3102
17415, 2392
13236, 6404
13373, 4673
13446, 3627
13309, 5218
13552, 3249
13605, 2825
13863, 2437
13400, 3903
13262, 5494
13587, 3071
13428, 3873
13291, 5463
13558, 3102
13236, 6404
17415, 2392
13373, 4673
13446, 3627
13309, 5218
13552, 3249
13605, 2825
13863, 2437
13400, 3903
13262, 5494
13587, 3071
13428, 3873
13291, 5463
