costo,tiempo
10418, 1423
6489, 5953
10418, 1423
6489, 5953
6495, 5953
7527, 1593
9947, 1541
7527, 1593
10110, 1482
10110, 1482
9954, 1497
6495, 5953
9947, 1541
9954, 1497
6489, 5953
10418, 1423
7527, 1593
10110, 1482
6495, 5953
9947, 1541
9954, 1497
10418, 1423
7527, 1593
10110, 1482
6495, 5953
9947, 1541
9954, 1497
10418, 1423
7527, 1593
10110, 1482
9947, 1541
9954, 1497
10418, 1423
7527, 1593
10110, 1482
9947, 1541
9954, 1497
10418, 1423
7527, 1593
10110, 1482
9947, 1541
9954, 1497
10418, 1423
7527, 1593
10110, 1482
9947, 1541
9954, 1497
9954, 1497
9947, 1541
7527, 1593
10418, 1423
10418, 1423
6621, 1707
7527, 1593
6495, 5953
9954, 1497
7527, 1593
7527, 1593
9947, 1541
6489, 5953
10110, 1482
6489, 5953
